Word;Part of speech;Translation;Frequency;Forms;Raw frequency;Number;Term;Term number;Term type;Auxiliary verb;Main word;Endings;Comment & logic
Text;Text;Text;Figure;Text;Figure;Text;Text;Figure;Text;Text;Text;Text;Text
;;;;;;;;;;;;;
publicidad ;Noun;advertising, publicity;2925 ;;;;;;;;publicidad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
_ndole ;Noun;nature, temperament;2927 ;;;;;;;;_ndole ;"s; es";К слову может добавляться одно из окончаний множественного числа.
choque ;Noun;crash, collision;2930 ;;;;;;;;choque ;"s; es";К слову может добавляться одно из окончаний множественного числа.
tecnolog_a ;Noun;technology;2931 ;;;;;;;;tecnolog_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
tubo ;Noun;tube, pipe;2932 ;;;;;;;;tubo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
mercanc_a ;Noun;goods, merchandise;2935 ;;;;;;;;mercanc_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
tronco ;Noun;trunk, torso;2936 ;;;;;;;;tronco ;"s; es";К слову может добавляться одно из окончаний множественного числа.
culto ;Noun;worship, cult;2937 ;;;;;;;;culto ;"s; es";К слову может добавляться одно из окончаний множественного числа.
palma ;Noun;palm tree, palm;2938 ;;;;;;;;palma ;"s; es";К слову может добавляться одно из окончаний множественного числа.
prenda ;Noun;piece of clothing;2939 ;;;;;;;;prenda ;"s; es";К слову может добавляться одно из окончаний множественного числа.
coro ;Noun;choir, chorus;2940 ;;;;;;;;coro ;"s; es";К слову может добавляться одно из окончаний множественного числа.
t_nel ;Noun;tunnel;2942 ;;;;;;;;t_nel ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cercan_a ;Noun;nearness, proximity;2943 ;;;;;;;;cercan_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cuchillo ;Noun;knife;2945 ;;;;;;;;cuchillo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
desprecio ;Noun;contempt, disdain;2946 ;;;;;;;;desprecio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
pl_stico ;Noun;plastic;2947 ;;;;;;;;pl_stico ;"s; es";К слову может добавляться одно из окончаний множественного числа.
complejo ;Noun;complex;2948 ;;;;;;;;complejo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
naranja ;Noun;orange (fruit);2950 ;;;;;;;;naranja ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cuota ;Noun;quota, share, dues;2955 ;;;;;;;;cuota ;"s; es";К слову может добавляться одно из окончаний множественного числа.
mosca ;Noun;_y (insect);2956 ;;;;;;;;mosca ;"s; es";К слову может добавляться одно из окончаний множественного числа.
doctrina ;Noun;doctrine, teachings;2959 ;;;;;;;;doctrina ;"s; es";К слову может добавляться одно из окончаний множественного числа.
laguna ;Noun;lagoon;2961 ;;;;;;;;laguna ;"s; es";К слову может добавляться одно из окончаний множественного числа.
distinci_n ;Noun;distinction;2962 ;;;;;;;;distinci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
tribu ;Noun;tribe;2963 ;;;;;;;;tribu ;"s; es";К слову может добавляться одно из окончаний множественного числа.
refugio ;Noun;shelter, refuge;2964 ;;;;;;;;refugio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cena ;Noun;dinner;2971 ;;;;;;;;cena ;"s; es";К слову может добавляться одно из окончаний множественного числа.
incertidumbre ;Noun;uncertainty;2972 ;;;;;;;;incertidumbre ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ahorro ;Noun;saving, thrift;2977 ;;;;;;;;ahorro ;"s; es";К слову может добавляться одно из окончаний множественного числа.
prisi_n ;Noun;prison, imprisonment;2980 ;;;;;;;;prisi_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
investigador ;Noun;researcher, investigator;2981 ;;;;;;;;investigador ;"s; es";К слову может добавляться одно из окончаний множественного числа.
t_cnico ;Noun;technician;2982 ;;;;;;;;t_cnico ;"s; es";К слову может добавляться одно из окончаний множественного числа.
para_so ;Noun;paradise;2983 ;;;;;;;;para_so ;"s; es";К слову может добавляться одно из окончаний множественного числа.
postre ;Noun;"dessert; a la postre: in the end";2985 ;;;;;;;;postre ;"s; es";К слову может добавляться одно из окончаний множественного числа.
alimentaci_n ;Noun;feeding, food;2989 ;;;;;;;;alimentaci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
miel ;Noun;honey;2990 ;;;;;;;;miel ;"s; es";К слову может добавляться одно из окончаний множественного числа.
desaf_o ;Noun;challenge, provocation;2992 ;;;;;;;;desaf_o ;"s; es";К слову может добавляться одно из окончаний множественного числа.
aeropuerto ;Noun;airport;2993 ;;;;;;;;aeropuerto ;"s; es";К слову может добавляться одно из окончаний множественного числа.
abrigo ;Noun;overcoat, shelter;2996 ;;;;;;;;abrigo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
sello ;Noun;stamp, seal;2999 ;;;;;;;;sello ;"s; es";К слову может добавляться одно из окончаний множественного числа.
campana ;Noun;bell;3000 ;;;;;;;;campana ;"s; es";К слову может добавляться одно из окончаний множественного числа.
incidente ;Noun;incident;3003 ;;;;;;;;incidente ;"s; es";К слову может добавляться одно из окончаний множественного числа.
fragmento ;Noun;fragment, passage;3004 ;;;;;;;;fragmento ;"s; es";К слову может добавляться одно из окончаний множественного числа.
mina ;Noun;mine;3013 ;;;;;;;;mina ;"s; es";К слову может добавляться одно из окончаний множественного числа.
restaurante ;Noun;restaurant;3014 ;;;;;;;;restaurante ;"s; es";К слову может добавляться одно из окончаний множественного числа.
porcentaje ;Noun;percentage;3015 ;;;;;;;;porcentaje ;"s; es";К слову может добавляться одно из окончаний множественного числа.
conductor ;Noun;driver, conductor;3016 ;;;;;;;;conductor ;"s; es";К слову может добавляться одно из окончаний множественного числа.
magia ;Noun;magic;3019 ;;;;;;;;magia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
comedor ;Noun;dining room;3021 ;;;;;;;;comedor ;"s; es";К слову может добавляться одно из окончаний множественного числа.
seriedad ;Noun;seriousness;3022 ;;;;;;;;seriedad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
gallina ;Noun;hen, coward;3023 ;;;;;;;;gallina ;"s; es";К слову может добавляться одно из окончаний множественного числа.
espada ;Noun;sword;3024 ;;;;;;;;espada ;"s; es";К слову может добавляться одно из окончаний множественного числа.
excelencia ;Noun;excellence;3026 ;;;;;;;;excelencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
m_sculo ;Noun;muscle;3029 ;;;;;;;;m_sculo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
persecuci_n ;Noun;pursuit, persecution;3031 ;;;;;;;;persecuci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
imperio ;Noun;empire, fortune;3032 ;;;;;;;;imperio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
casco ;Noun;helmet;3033 ;;;;;;;;casco ;"s; es";К слову может добавляться одно из окончаний множественного числа.
pelea ;Noun;_ght, quarrel;3034 ;;;;;;;;pelea ;"s; es";К слову может добавляться одно из окончаний множественного числа.
retorno ;Noun;return;3035 ;;;;;;;;retorno ;"s; es";К слову может добавляться одно из окончаний множественного числа.
vera ;Noun;de veras: really, for real;3038 ;;;;;;;;vera ;"s; es";К слову может добавляться одно из окончаний множественного числа.
lat_n ;Noun;Latin;3040 ;;;;;;;;lat_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
rutina ;Noun;routine;3042 ;;;;;;;;rutina ;"s; es";К слову может добавляться одно из окончаний множественного числа.
mejora ;Noun;improvement;3044 ;;;;;;;;mejora ;"s; es";К слову может добавляться одно из окончаний множественного числа.
domicilio ;Noun;residence, address;3045 ;;;;;;;;domicilio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
porquer_a ;Noun;_lth, junk;3046 ;;;;;;;;porquer_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
susto ;Noun;fright, scare;3048 ;;;;;;;;susto ;"s; es";К слову может добавляться одно из окончаний множественного числа.
amanecer ;Noun;daybreak, dawn;3051 ;;;;;;;;amanecer ;"s; es";К слову может добавляться одно из окончаний множественного числа.
c_lula ;Noun;cell (biology);3052 ;;;;;;;;c_lula ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cr_tico ;Noun;critic;3054 ;;;;;;;;cr_tico ;"s; es";К слову может добавляться одно из окончаний множественного числа.
inspiraci_n ;Noun;inspiration, inhalation;3055 ;;;;;;;;inspiraci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ladrillo ;Noun;brick;3056 ;;;;;;;;ladrillo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
proyecci_n ;Noun;projection, screening;3057 ;;;;;;;;proyecci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
lana ;Noun;wool;3060 ;;;;;;;;lana ;"s; es";К слову может добавляться одно из окончаний множественного числа.
in_erno ;Noun;hell, inferno;3062 ;;;;;;;;in_erno ;"s; es";К слову может добавляться одно из окончаний множественного числа.
acero ;Noun;steel;2643064 ;;;;;;;;acero ;"s; es";К слову может добавляться одно из окончаний множественного числа.
preso ;Noun;prisoner;3069 ;;;;;;;;preso ;"s; es";К слову может добавляться одно из окончаний множественного числа.
billete ;Noun;ticket, bill, note;3070 ;;;;;;;;billete ;"s; es";К слову может добавляться одно из окончаний множественного числа.
tonter_a ;Noun;stupidity, stupid thing;3074 ;;;;;;;;tonter_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cauce ;Noun;(river) bed, ditch;3075 ;;;;;;;;cauce ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ignorancia ;Noun;ignorance;3076 ;;;;;;;;ignorancia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
encanto ;Noun;charm, spell;3078 ;;;;;;;;encanto ;"s; es";К слову может добавляться одно из окончаний множественного числа.
sed ;Noun;thirst;3080 ;;;;;;;;sed ;"s; es";К слову может добавляться одно из окончаний множественного числа.
escudo ;Noun;shield, coat of arms;3081 ;;;;;;;;escudo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
mu_eca ;Noun;doll, wrist;3082 ;;;;;;;;mu_eca ;"s; es";К слову может добавляться одно из окончаний множественного числа.
rango ;Noun;rank, range;3085 ;;;;;;;;rango ;"s; es";К слову может добавляться одно из окончаний множественного числа.
invento ;Noun;invention;3086 ;;;;;;;;invento ;"s; es";К слову может добавляться одно из окончаний множественного числа.
recinto ;Noun;grounds, precincts;3088 ;;;;;;;;recinto ;"s; es";К слову может добавляться одно из окончаний множественного числа.
tinta ;Noun;ink;3089 ;;;;;;;;tinta ;"s; es";К слову может добавляться одно из окончаний множественного числа.
garganta ;Noun;throat, gorge;3090 ;;;;;;;;garganta ;"s; es";К слову может добавляться одно из окончаний множественного числа.
viajero ;Noun;traveler, passenger;3091 ;;;;;;;;viajero ;"s; es";К слову может добавляться одно из окончаний множественного числа.
asesino ;Noun;killer, assassin;3092 ;;;;;;;;asesino ;"s; es";К слову может добавляться одно из окончаний множественного числа.
rito ;Noun;rite, ritual;3093 ;;;;;;;;rito ;"s; es";К слову может добавляться одно из окончаний множественного числа.
atractivo ;Noun;attraction, charm;3094 ;;;;;;;;atractivo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
frustraci_n ;Noun;frustration;3096 ;;;;;;;;frustraci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cemento ;Noun;cement, concrete;3098 ;;;;;;;;cemento ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cat_strofe ;Noun;catastrophe;3099 ;;;;;;;;cat_strofe ;"s; es";К слову может добавляться одно из окончаний множественного числа.
dulce ;Noun;candy, sweets;3100 ;;;;;;;;dulce ;"s; es";К слову может добавляться одно из окончаний множественного числа.
recuperaci_n ;Noun;recovery, recuperation;3101 ;;;;;;;;recuperaci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
almuerzo ;Noun;lunch;3104 ;;;;;;;;almuerzo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
u_a ;Noun;nail, _ngernail, toenail;3106 ;;;;;;;;u_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
costo ;Noun;price, cost, expense;3110 ;;;;;;;;costo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
mani_esto ;Noun;poner de mani_esto: to show;3111 ;;;;;;;;mani_esto ;"s; es";К слову может добавляться одно из окончаний множественного числа.
repetici_n ;Noun;repetition;3113 ;;;;;;;;repetici_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
patrimonio ;Noun;patrimony, inheritance;3114 ;;;;;;;;patrimonio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
estatua ;Noun;statue;3116 ;;;;;;;;estatua ;"s; es";К слову может добавляться одно из окончаний множественного числа.
decadencia ;Noun;decline, decay;3117 ;;;;;;;;decadencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
enfermero ;Noun;nurse;3122 ;;;;;;;;enfermero ;"s; es";К слову может добавляться одно из окончаний множественного числа.
a_cionado ;Noun;fan, devotee;3125 ;;;;;;;;a_cionado ;"s; es";К слову может добавляться одно из окончаний множественного числа.
agujero ;Noun;hole, opening;3128 ;;;;;;;;agujero ;"s; es";К слову может добавляться одно из окончаний множественного числа.
arroz ;Noun;rice;3130 ;;;;;;;;arroz ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cerveza ;Noun;beer, ale;3134 ;;;;;;;;cerveza ;"s; es";К слову может добавляться одно из окончаний множественного числа.
escasez ;Noun;scarcity, shortage;3135 ;;;;;;;;escasez ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ministerio ;Noun;ministry;3136 ;;;;;;;;ministerio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
transici_n ;Noun;transition;3139 ;;;;;;;;transici_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
negativa ;Noun;negative, denial;3142 ;;;;;;;;negativa ;"s; es";К слову может добавляться одно из окончаний множественного числа.
falda ;Noun;skirt;3143 ;;;;;;;;falda ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cantante ;Noun;singer;3147 ;;;;;;;;cantante ;"s; es";К слову может добавляться одно из окончаний множественного числа.
constancia ;Noun;perseverance;3148 ;;;;;;;;constancia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
anillo ;Noun;(_nger) ring;3150 ;;;;;;;;anillo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
balance ;Noun;outcome, balance;3151 ;;;;;;;;balance ;"s; es";К слову может добавляться одно из окончаний множественного числа.
entendimiento ;Noun;understanding;3152 ;;;;;;;;entendimiento ;"s; es";К слову может добавляться одно из окончаний множественного числа.
transcurso ;Noun;passing, course, lapse;3155 ;;;;;;;;transcurso ;"s; es";К слову может добавляться одно из окончаний множественного числа.
desayuno ;Noun;breakfast;3157 ;;;;;;;;desayuno ;"s; es";К слову может добавляться одно из окончаний множественного числа.
alfombra ;Noun;rug, carpet, mat;3158 ;;;;;;;;alfombra ;"s; es";К слову может добавляться одно из окончаний множественного числа.
historiador ;Noun;historian;3159 ;;;;;;;;historiador ;"s; es";К слову может добавляться одно из окончаний множественного числа.
_cci_n ;Noun;_ction;3165 ;;;;;;;;_cci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
jugador ;Noun;player, gambler;3168 ;;;;;;;;jugador ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cartel ;Noun;poster;3169 ;;;;;;;;cartel ;"s; es";К слову может добавляться одно из окончаний множественного числа.
descon_anza ;Noun;distrust;3170 ;;;;;;;;descon_anza ;"s; es";К слову может добавляться одно из окончаний множественного числа.
respiraci_n ;Noun;respiration, breath;3171 ;;;;;;;;respiraci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ca_a ;Noun;cane, reed;3173 ;;;;;;;;ca_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
prisionero ;Noun;prisoner;3176 ;;;;;;;;prisionero ;"s; es";К слову может добавляться одно из окончаний множественного числа.
turista ;Noun;tourist;3177 ;;;;;;;;turista ;"s; es";К слову может добавляться одно из окончаний множественного числа.
abundancia ;Noun;abundance;3178 ;;;;;;;;abundancia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
asistente ;Noun;assistant;3180 ;;;;;;;;asistente ;"s; es";К слову может добавляться одно из окончаний множественного числа.
queso ;Noun;cheese;3182 ;;;;;;;;queso ;"s; es";К слову может добавляться одно из окончаний множественного числа.
indicio ;Noun;indication, sign;3184 ;;;;;;;;indicio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cerro ;Noun;hill;3187 ;;;;;;;;cerro ;"s; es";К слову может добавляться одно из окончаний множественного числа.
galer_a ;Noun;gallery, balcony;3191 ;;;;;;;;galer_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
enga_o ;Noun;deceit, falsehood, hoax;3192 ;;;;;;;;enga_o ;"s; es";К слову может добавляться одно из окончаний множественного числа.
continuidad ;Noun;continuity;3195 ;;;;;;;;continuidad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
receta ;Noun;recipe, prescription;3196 ;;;;;;;;receta ;"s; es";К слову может добавляться одно из окончаний множественного числа.
conveniencia ;Noun;convenience, usefulness;3197 ;;;;;;;;conveniencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
carencia ;Noun;lack, shortage;3199 ;;;;;;;;carencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cerdo ;Noun;pig, sow, slob;3200 ;;;;;;;;cerdo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
empe_o ;Noun;insistence, determination;3203 ;;;;;;;;empe_o ;"s; es";К слову может добавляться одно из окончаний множественного числа.
agresi_n ;Noun;aggression, attack;3204 ;;;;;;;;agresi_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
fortaleza ;Noun;fortress, strength;3205 ;;;;;;;;fortaleza ;"s; es";К слову может добавляться одно из окончаний множественного числа.
balc_n ;Noun;balcony;3207 ;;;;;;;;balc_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
observador ;Noun;observer;3208 ;;;;;;;;observador ;"s; es";К слову может добавляться одно из окончаний множественного числа.
renta ;Noun;income;3210 ;;;;;;;;renta ;"s; es";К слову может добавляться одно из окончаний множественного числа.
justi_caci_n ;Noun;justi_cation;3211 ;;;;;;;;justi_caci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
enfrentamiento ;Noun;confrontation;3212 ;;;;;;;;enfrentamiento ;"s; es";К слову может добавляться одно из окончаний множественного числа.
junta ;Noun;meeting, conference, seam;3213 ;;;;;;;;junta ;"s; es";К слову может добавляться одно из окончаний множественного числа.
trayectoria ;Noun;trajectory, path;3215 ;;;;;;;;trayectoria ;"s; es";К слову может добавляться одно из окончаний множественного числа.
indiferencia ;Noun;indifference;3217 ;;;;;;;;indiferencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
taza ;Noun;cup, bowl;3218 ;;;;;;;;taza ;"s; es";К слову может добавляться одно из окончаний множественного числа.
v_nculo ;Noun;tie, bond, link;3219 ;;;;;;;;v_nculo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cuaderno ;Noun;notebook, workbook;3220 ;;;;;;;;cuaderno ;"s; es";К слову может добавляться одно из окончаний множественного числа.
p_nico ;Noun;panic;3227 ;;;;;;;;p_nico ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ca__n ;Noun;canyon, cannon;3229 ;;;;;;;;ca__n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
pollo ;Noun;chicken;3231 ;;;;;;;;pollo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
trascendencia ;Noun;transcendent nature;3233 ;;;;;;;;trascendencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
corrupci_n ;Noun;corruption;3236 ;;;;;;;;corrupci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
confesi_n ;Noun;confession, admission;3237 ;;;;;;;;confesi_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
corbata ;Noun;tie, sash;3238 ;;;;;;;;corbata ;"s; es";К слову может добавляться одно из окончаний множественного числа.
macho ;Noun;male, manliness;3239 ;;;;;;;;macho ;"s; es";К слову может добавляться одно из окончаний множественного числа.
secuencia ;Noun;sequence;3241 ;;;;;;;;secuencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
c_ncer ;Noun;cancer;3242 ;;;;;;;;c_ncer ;"s; es";К слову может добавляться одно из окончаний множественного числа.
archivo ;Noun;archive, _le, _ling cabinet;3244 ;;;;;;;;archivo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
tr_mite ;Noun;procedure, step, requirement;3246 ;;;;;;;;tr_mite ;"s; es";К слову может добавляться одно из окончаний множественного числа.
raya ;Noun;line, ray, stripe;3249 ;;;;;;;;raya ;"s; es";К слову может добавляться одно из окончаний множественного числа.
televisor ;Noun;television set;2653250 ;;;;;;;;televisor ;"s; es";К слову может добавляться одно из окончаний множественного числа.
estabilidad ;Noun;stability;3251 ;;;;;;;;estabilidad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
grandeza ;Noun;greatness, size;3252 ;;;;;;;;grandeza ;"s; es";К слову может добавляться одно из окончаний множественного числа.
prisa ;Noun;hurry;3253 ;;;;;;;;prisa ;"s; es";К слову может добавляться одно из окончаний множественного числа.
matem_tica ;Noun;mathematics;3257 ;;;;;;;;matem_tica ;"s; es";К слову может добавляться одно из окончаний множественного числа.
demonio ;Noun;demon, devil;3258 ;;;;;;;;demonio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
manga ;Noun;sleeve;3266 ;;;;;;;;manga ;"s; es";К слову может добавляться одно из окончаний множественного числа.
seda ;Noun;silk;3271 ;;;;;;;;seda ;"s; es";К слову может добавляться одно из окончаний множественного числа.
envidia ;Noun;envy;3272 ;;;;;;;;envidia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
emergencia ;Noun;emergency;3273 ;;;;;;;;emergencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
grasa ;Noun;grease, fat;3275 ;;;;;;;;grasa ;"s; es";К слову может добавляться одно из окончаний множественного числа.
alcalde ;Noun;mayor;3277 ;;;;;;;;alcalde ;"s; es";К слову может добавляться одно из окончаний множественного числа.
congreso ;Noun;congress;3280 ;;;;;;;;congreso ;"s; es";К слову может добавляться одно из окончаний множественного числа.
aplauso ;Noun;applause, praise, acclaim;3282 ;;;;;;;;aplauso ;"s; es";К слову может добавляться одно из окончаний множественного числа.
prima ;Noun;female cousin, down payment;3283 ;;;;;;;;prima ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ansiedad ;Noun;anxiety;3284 ;;;;;;;;ansiedad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
dirigente ;Noun;leader, director, manager;3285 ;;;;;;;;dirigente ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ascenso ;Noun;promotion, climb;3286 ;;;;;;;;ascenso ;"s; es";К слову может добавляться одно из окончаний множественного числа.
_nalidad ;Noun;purpose, aim;3287 ;;;;;;;;_nalidad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
nostalgia ;Noun;nostalgia, homesickness;3290 ;;;;;;;;nostalgia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
menci_n ;Noun;mention;3291 ;;;;;;;;menci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
a_ci_n ;Noun;fondness, interest;3292 ;;;;;;;;a_ci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
l_stima ;Noun;shame, pity;3294 ;;;;;;;;l_stima ;"s; es";К слову может добавляться одно из окончаний множественного числа.
l_piz ;Noun;pencil;3296 ;;;;;;;;l_piz ;"s; es";К слову может добавляться одно из окончаний множественного числа.
nido ;Noun;nest;3298 ;;;;;;;;nido ;"s; es";К слову может добавляться одно из окончаний множественного числа.
orquesta ;Noun;orchestra, dance band;3301 ;;;;;;;;orquesta ;"s; es";К слову может добавляться одно из окончаний множественного числа.
conexi_n ;Noun;connection, relationship;3302 ;;;;;;;;conexi_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
vigor ;Noun;force, strength, vigor;3306 ;;;;;;;;vigor ;"s; es";К слову может добавляться одно из окончаний множественного числа.
salario ;Noun;salary, wages;3307 ;;;;;;;;salario ;"s; es";К слову может добавляться одно из окончаний множественного числа.
_lo ;Noun;(cutting) edge;3309 ;;;;;;;;_lo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ma_z ;Noun;corn, maize;3314 ;;;;;;;;ma_z ;"s; es";К слову может добавляться одно из окончаний множественного числа.
autonom_a ;Noun;autonomy, range;3317 ;;;;;;;;autonom_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
ama ;Noun;housekeeper, housewife;3321 ;;;;;;;;ama ;"s; es";К слову может добавляться одно из окончаний множественного числа.
beso ;Noun;kiss;3322 ;;;;;;;;beso ;"s; es";К слову может добавляться одно из окончаний множественного числа.
cintura ;Noun;waist;3323 ;;;;;;;;cintura ;"s; es";К слову может добавляться одно из окончаний множественного числа.
pauta ;Noun;guideline, rule, standard;3325 ;;;;;;;;pauta ;"s; es";К слову может добавляться одно из окончаний множественного числа.
recepci_n ;Noun;reception, waiting-room;3327 ;;;;;;;;recepci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
bala ;Noun;bullet, shot;3328 ;;;;;;;;bala ;"s; es";К слову может добавляться одно из окончаний множественного числа.
suicidio ;Noun;suicide;3329 ;;;;;;;;suicidio ;"s; es";К слову может добавляться одно из окончаний множественного числа.
placa ;Noun;plaque, plate, badge;3330 ;;;;;;;;placa ;"s; es";К слову может добавляться одно из окончаний множественного числа.
asesinato ;Noun;murder, assassination;3333 ;;;;;;;;asesinato ;"s; es";К слову может добавляться одно из окончаний множественного числа.
mentalidad ;Noun;mindset, mind;3334 ;;;;;;;;mentalidad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
jerarqu_a ;Noun;hierarchy, rank;3335 ;;;;;;;;jerarqu_a ;"s; es";К слову может добавляться одно из окончаний множественного числа.
duraci_n ;Noun;duration, length;3336 ;;;;;;;;duraci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
hallazgo ;Noun;_nding, discovery;3337 ;;;;;;;;hallazgo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
proximidad ;Noun;proximity;3338 ;;;;;;;;proximidad ;"s; es";К слову может добавляться одно из окончаний множественного числа.
estad_stica ;Noun;statistic;3339 ;;;;;;;;estad_stica ;"s; es";К слову может добавляться одно из окончаний множественного числа.
castillo ;Noun;castle;3343 ;;;;;;;;castillo ;"s; es";К слову может добавляться одно из окончаний множественного числа.
traducci_n ;Noun;translation;3344 ;;;;;;;;traducci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
diversi_n ;Noun;fun, entertainment;3345 ;;;;;;;;diversi_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
introducci_n ;Noun;introduction;3346 ;;;;;;;;introducci_n ;"s; es";К слову может добавляться одно из окончаний множественного числа.
l_mpara ;Noun;lamp;3347 ;;;;;;;;l_mpara ;"s; es";К слову может добавляться одно из окончаний множественного числа.
dicho ;Noun;saying, proverb;3348 ;;;;;;;;dicho ;"s; es";К слову может добавляться одно из окончаний множественного числа.
audiencia ;Noun;audience, hearing;3353 ;;;;;;;;audiencia ;"s; es";К слову может добавляться одно из окончаний множественного числа.
pasajero ;Noun;passenger;3354 ;;;;;;;;pasajero ;"s; es";К слову может добавляться одно из окончаний множественного числа.
costado ;Noun;side, _ank;3356 ;;;;;;;;costado ;"s; es";К слову может добавляться одно из окончаний множественного числа.
oto_o ;Noun;autumn;3357 ;;;;;;;;oto_o ;"s; es";К слову может добавляться одно из окончаний множественного числа.
feria ;Noun;fair, festival;3358 ;;;;;;;;feria ;"s; es";К слову может добавляться одно из окончаний множественного числа.
